participant_id,condition,session_id,window_start_sec,window_end_sec,server_time_ms,score,state,action,action_changed,qa,pupil_valid_frac,gaze_valid_frac,blink_rate_per_min,n_samples_window
ID01,single,ID01_ET_0,138.0,148.0,1772207253923,0.3790019174089241,LOW,NO_CHANGE,False,"{'n_samples_window': 608, 'pupil_valid_frac': 0.7697368421052632}",0.7697368421052632,0.7532894736842105,36.0,608
ID01,single,ID01_ET_0,139.0,149.0,1772207254030,0.3802201379938671,LOW,NO_CHANGE,False,"{'n_samples_window': 608, 'pupil_valid_frac': 0.756578947368421}",0.756578947368421,0.7401315789473685,42.0,608
ID01,single,ID01_ET_0,140.0,150.0,1772207254139,0.3787475495906531,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.722495894909688}",0.722495894909688,0.7060755336617406,48.0,609
ID01,single,ID01_ET_0,141.0,151.0,1772207254246,0.37907802923350875,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.7536945812807881}",0.7536945812807881,0.7405582922824302,48.0,609
ID01,single,ID01_ET_0,142.0,152.0,1772207254353,0.3913255867626653,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.7619047619047619}",0.7619047619047619,0.7487684729064039,48.0,609
ID01,single,ID01_ET_0,143.0,153.0,1772207254461,0.39030345049985027,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.7668308702791461}",0.7668308702791461,0.7536945812807881,48.0,609
ID01,single,ID01_ET_0,144.0,154.0,1772207254568,0.39491396633044096,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.7766830870279147}",0.7766830870279147,0.7635467980295566,48.0,609
ID01,single,ID01_ET_0,145.0,155.0,1772207254677,0.39970021337948736,LOW,NO_CHANGE,False,"{'n_samples_window': 608, 'pupil_valid_frac': 0.7911184210526315}",0.7911184210526315,0.7779605263157895,48.0,608
ID01,single,ID01_ET_0,146.0,156.0,1772207254786,0.4099582992128939,LOW,NO_CHANGE,False,"{'n_samples_window': 608, 'pupil_valid_frac': 0.7648026315789473}",0.7648026315789473,0.7516447368421053,48.0,608
ID01,single,ID01_ET_0,147.0,157.0,1772207254895,0.40713347059268984,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.7651888341543513}",0.7651888341543513,0.7651888341543513,48.0,609
ID01,single,ID01_ET_0,148.0,158.0,1772207255002,0.39773196834074015,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.7914614121510674}",0.7914614121510674,0.7914614121510674,42.0,609
ID01,single,ID01_ET_0,149.0,159.0,1772207255111,0.3878295916806847,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.7766830870279147}",0.7766830870279147,0.7766830870279147,42.0,609
ID01,single,ID01_ET_0,150.0,160.0,1772207255218,0.3937124211754277,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.8111658456486043}",0.8111658456486043,0.8111658456486043,36.0,609
ID01,single,ID01_ET_0,151.0,161.0,1772207255326,0.39428577266703047,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.8111658456486043}",0.8111658456486043,0.8111658456486043,36.0,609
ID01,single,ID01_ET_0,152.0,162.0,1772207255434,0.3924637010648281,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.8111658456486043}",0.8111658456486043,0.8111658456486043,30.0,609
ID01,single,ID01_ET_0,153.0,163.0,1772207255543,0.39654065533098465,LOW,NO_CHANGE,False,"{'n_samples_window': 608, 'pupil_valid_frac': 0.8338815789473685}",0.8338815789473685,0.8338815789473685,30.0,608
ID01,single,ID01_ET_0,154.0,164.0,1772207255652,0.39243624485884593,LOW,NO_CHANGE,False,"{'n_samples_window': 608, 'pupil_valid_frac': 0.7861842105263158}",0.7861842105263158,0.7861842105263158,36.0,608
ID01,single,ID01_ET_0,155.0,165.0,1772207255761,0.4038907433191197,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.812807881773399}",0.812807881773399,0.812807881773399,30.0,609
ID01,single,ID01_ET_0,156.0,166.0,1772207255868,0.40538868574731207,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.8045977011494253}",0.8045977011494253,0.8045977011494253,30.0,609
ID01,single,ID01_ET_0,157.0,167.0,1772207255975,0.41297825674790817,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.7684729064039408}",0.7684729064039408,0.7684729064039408,36.0,609
ID01,single,ID01_ET_0,158.0,168.0,1772207256082,0.41031108289527307,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.7323481116584565}",0.7323481116584565,0.7323481116584565,42.0,609
ID01,single,ID01_ET_0,159.0,169.0,1772207256189,0.4030423213800406,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.7257799671592775}",0.7257799671592775,0.7257799671592775,42.0,609
ID01,single,ID01_ET_0,160.0,170.0,1772207256297,0.39490644956784604,LOW,NO_CHANGE,False,"{'n_samples_window': 608, 'pupil_valid_frac': 0.6891447368421053}",0.6891447368421053,0.6891447368421053,48.0,608
ID01,single,ID01_ET_0,161.0,171.0,1772207256404,0.3983542756974743,LOW,NO_CHANGE,False,"{'n_samples_window': 608, 'pupil_valid_frac': 0.7236842105263158}",0.7236842105263158,0.7236842105263158,42.0,608
ID01,single,ID01_ET_0,162.0,172.0,1772207256511,0.40025345854520833,LOW,NO_CHANGE,False,"{'n_samples_window': 608, 'pupil_valid_frac': 0.7269736842105263}",0.7269736842105263,0.7269736842105263,48.0,608
ID01,single,ID01_ET_0,163.0,173.0,1772207256618,0.4139489324209289,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.7339901477832512}",0.7339901477832512,0.7339901477832512,48.0,609
ID01,single,ID01_ET_0,164.0,174.0,1772207256725,0.41953959766410087,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.7848932676518884}",0.7848932676518884,0.7848932676518884,42.0,609
ID01,single,ID01_ET_0,165.0,175.0,1772207256832,0.40959126480872143,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.7619047619047619}",0.7619047619047619,0.7619047619047619,42.0,609
ID01,single,ID01_ET_0,166.0,176.0,1772207256939,0.41158272294598575,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.7963875205254516}",0.7963875205254516,0.7963875205254516,36.0,609
ID01,single,ID01_ET_0,167.0,177.0,1772207257046,0.4046557219241052,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.7996715927750411}",0.7996715927750411,0.7996715927750411,36.0,609
ID01,single,ID01_ET_0,168.0,178.0,1772207257154,0.4070847095091277,LOW,NO_CHANGE,False,"{'n_samples_window': 608, 'pupil_valid_frac': 0.8355263157894737}",0.8355263157894737,0.8355263157894737,30.0,608
ID01,single,ID01_ET_0,169.0,179.0,1772207257265,0.4000385813393596,LOW,NO_CHANGE,False,"{'n_samples_window': 608, 'pupil_valid_frac': 0.837171052631579}",0.837171052631579,0.837171052631579,30.0,608
ID01,single,ID01_ET_0,170.0,180.0,1772207257375,0.39756441714586954,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.8407224958949097}",0.8407224958949097,0.8407224958949097,30.0,609
ID01,single,ID01_ET_0,171.0,181.0,1772207257486,0.3920609042691439,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.8111658456486043}",0.8111658456486043,0.8111658456486043,36.0,609
ID01,single,ID01_ET_0,172.0,182.0,1772207257598,0.40671906448769735,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.8144499178981938}",0.8144499178981938,0.8144499178981938,36.0,609
ID01,single,ID01_ET_0,173.0,183.0,1772207257709,0.4341786733381179,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.7733990147783252}",0.7733990147783252,0.7733990147783252,42.0,609
ID01,single,ID01_ET_0,174.0,184.0,1772207257816,0.43139915934080003,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.6929392446633826}",0.6929392446633826,0.6912972085385879,42.0,609
ID01,single,ID01_ET_0,175.0,185.0,1772207257925,0.4229977502675597,LOW,NO_CHANGE,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.6863711001642037}",0.6863711001642037,0.6847290640394089,36.0,609
