participant_id,condition,session_id,window_start_sec,window_end_sec,score,state,action,action_changed,qa,pupil_valid_frac,gaze_valid_frac,blink_rate_per_min,n_samples_window
ID01,dual,ID01_ET_0,0.0,10.0,0.5075490373965443,MEDIUM,REDUCE_CLUTTER,True,"{'n_samples_window': 609, 'pupil_valid_frac': 0.9195402298850575}",0.9195402298850575,0.9195402298850575,18.0,609
ID01,dual,ID01_ET_0,1.0,11.0,0.4950989693376402,MEDIUM,REDUCE_CLUTTER,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.9064039408866995}",0.9064039408866995,0.9064039408866995,24.0,609
ID01,dual,ID01_ET_0,2.0,12.0,0.5026783584478048,MEDIUM,REDUCE_CLUTTER,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.8949096880131363}",0.8949096880131363,0.8949096880131363,24.0,609
ID01,dual,ID01_ET_0,3.0,13.0,0.48144912969083675,MEDIUM,REDUCE_CLUTTER,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.8686371100164204}",0.8686371100164204,0.8686371100164204,30.0,609
ID01,dual,ID01_ET_0,4.0,14.0,0.4860960400199036,MEDIUM,REDUCE_CLUTTER,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.8423645320197044}",0.8423645320197044,0.8423645320197044,36.0,609
ID01,dual,ID01_ET_0,5.0,15.0,0.487018004783225,MEDIUM,REDUCE_CLUTTER,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.8669950738916257}",0.8669950738916257,0.8669950738916257,30.0,609
ID01,dual,ID01_ET_0,6.0,16.0,0.4875186208479451,MEDIUM,REDUCE_CLUTTER,False,"{'n_samples_window': 608, 'pupil_valid_frac': 0.8717105263157895}",0.8717105263157895,0.8717105263157895,30.0,608
ID01,dual,ID01_ET_0,7.0,17.0,0.4876366985350723,MEDIUM,REDUCE_CLUTTER,False,"{'n_samples_window': 608, 'pupil_valid_frac': 0.8486842105263158}",0.8486842105263158,0.8486842105263158,36.0,608
ID01,dual,ID01_ET_0,8.0,18.0,0.49271976312156446,MEDIUM,REDUCE_CLUTTER,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.8489326765188834}",0.8489326765188834,0.8489326765188834,36.0,609
ID01,dual,ID01_ET_0,9.0,19.0,0.49994920969424206,MEDIUM,REDUCE_CLUTTER,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.8669950738916257}",0.8669950738916257,0.8669950738916257,36.0,609
ID01,dual,ID01_ET_0,10.0,20.0,0.5012097249375573,MEDIUM,REDUCE_CLUTTER,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.8522167487684729}",0.8522167487684729,0.8522167487684729,36.0,609
ID01,dual,ID01_ET_0,11.0,21.0,0.5024162222937626,MEDIUM,REDUCE_CLUTTER,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.8653530377668309}",0.8653530377668309,0.8653530377668309,36.0,609
ID01,dual,ID01_ET_0,12.0,22.0,0.47967399370659997,MEDIUM,REDUCE_CLUTTER,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.8522167487684729}",0.8522167487684729,0.8522167487684729,36.0,609
ID01,dual,ID01_ET_0,13.0,23.0,0.4792071517999032,MEDIUM,REDUCE_CLUTTER,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.8784893267651889}",0.8784893267651889,0.8784893267651889,36.0,609
ID01,dual,ID01_ET_0,14.0,24.0,0.4773938806795629,MEDIUM,REDUCE_CLUTTER,False,"{'n_samples_window': 608, 'pupil_valid_frac': 0.8782894736842105}",0.8782894736842105,0.8782894736842105,30.0,608
ID01,dual,ID01_ET_0,15.0,25.0,0.48065082823620003,MEDIUM,REDUCE_CLUTTER,False,"{'n_samples_window': 608, 'pupil_valid_frac': 0.8782894736842105}",0.8782894736842105,0.8782894736842105,30.0,608
ID01,dual,ID01_ET_0,16.0,26.0,0.47775914894266125,MEDIUM,REDUCE_CLUTTER,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.8817733990147784}",0.8817733990147784,0.8817733990147784,30.0,609
ID01,dual,ID01_ET_0,17.0,27.0,0.48639451975951586,MEDIUM,REDUCE_CLUTTER,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.8998357963875205}",0.8998357963875205,0.8998357963875205,24.0,609
ID01,dual,ID01_ET_0,18.0,28.0,0.5125192231489829,MEDIUM,REDUCE_CLUTTER,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.8998357963875205}",0.8998357963875205,0.8998357963875205,24.0,609
ID01,dual,ID01_ET_0,19.0,29.0,0.4987293192031928,MEDIUM,REDUCE_CLUTTER,False,"{'n_samples_window': 609, 'pupil_valid_frac': 0.9080459770114943}",0.9080459770114943,0.9080459770114943,24.0,609
