feature,coef
pupil_mean,1.1599442891067524
pupil_p10,-0.6479347533868131
pupil_p50,-0.4222801795918009
pupil_p90,0.15760972390610545
pupil_iqr,-0.07701897687396153
pupil_valid_frac,0.07240974392023877
pupil_std,-0.01159152168184065
pupil_slope,-0.005567911546867839
